Seq,Year,DateOfCollection,Julian,DayNo,Longitude,Sample_ID,Population_Code,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD<0,DD>5,DD<18,DD>18,NFFD,bFFP,sqrtSeedArea,sqrtSeedWidth_mm,sqrtSeed_length_mm,sqrtDispersal_length_mm,sqrtDispersal_and_seed_mm,sqrtSeedShapeIndex,Weight_Tot,Weight_S,Weight_D,,,,,,,,,,,,,,
1602,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-3-2,MB-TOP,3,2,Prairie,49.0846,-96.69194,292,2.35,1.093,2.529,2.314,79.702,82.231,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.532970972,1.045466403,1.590282994,8.927597661,9.068131009,1.52118375,0.0111,0.0042,0.0069,,,,,,,,,,,,,,
1603,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-3-3,MB-TOP,3,3,Prairie,49.0846,-96.69194,292,2.762,1.377,2.993,2.174,79.941,82.934,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.661926593,1.173456433,1.730028901,8.940973101,9.106810638,1.47444905,0.0111,0.0042,0.0069,,,,,,,,,,,,,,
1604,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-3-4,MB-TOP,3,4,Prairie,49.0846,-96.69194,292,2.51,1.284,2.754,2.145,82.634,85.388,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.584297952,1.133137238,1.659518002,9.090324527,9.240562753,1.464581852,0.0111,0.0042,0.0069,,,,,,,,,,,,,,
1605,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-3-5,MB-TOP,3,5,Prairie,49.0846,-96.69194,292,3.627,1.323,3.062,2.314,80.464,83.526,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.90446843,1.150217371,1.749857137,8.970172797,9.139255987,1.52118375,0.0111,0.0042,0.0069,,,,,,,,,,,,,,
1606,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-13-1,MB-TOP,13,1,Prairie,49.0846,-96.69194,292,2.399,1.195,2.349,1.966,81.11,83.459,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.548870556,1.093160555,1.532644773,9.006109038,9.135589746,1.40214122,0.0085,0.0042,0.0069,,,,,,,,,,,,,,
1607,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-13-2,MB-TOP,13,2,Prairie,49.0846,-96.69194,292,2.379,1.182,2.795,2.365,78.665,81.46,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.542400726,1.087198234,1.67182535,8.869329174,9.025519376,1.53785565,0.0085,0.0042,0.0069,,,,,,,,,,,,,,
1608,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-13-3,MB-TOP,13,3,Prairie,49.0846,-96.69194,292,2.412,1.375,2.453,1.784,75.855,78.308,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.553061493,1.17260394,1.566205606,8.709477596,8.849180753,1.335664629,0.0085,0.0042,0.0069,,,,,,,,,,,,,,
1609,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-13-4,MB-TOP,13,4,Prairie,49.0846,-96.69194,292,2.235,1.291,2.486,1.926,80.203,82.689,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.494991639,1.136221809,1.576705426,8.955612765,9.093349218,1.387804021,0.0085,0.0042,0.0069,,,,,,,,,,,,,,
1610,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-13-5,MB-TOP,13,5,Prairie,49.0846,-96.69194,292,2.525,1.421,2.468,1.737,70.791,73.259,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.589024858,1.192057046,1.570986951,8.413738765,8.559147154,1.317952958,0.0085,0.0042,0.0069,,,,,,,,,,,,,,
1611,2016,6/14/2016,2457554,165,-97.532,MB-NSD-32-1,MB-NSD,32,1,Prairie,50.74026667,-97.532,275,2.36,1.29,2.527,1.959,70.411,72.938,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.53622915,1.135781669,1.58965405,8.391126265,8.540374699,1.399642812,0.0093,0.0042,0.0051,,,,,,,,,,,,,,
1612,2016,6/14/2016,2457554,165,-97.532,MB-NSD-32-2,MB-NSD,32,2,Prairie,50.74026667,-97.532,275,2.089,1.203,2.432,2.022,70.552,72.984,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.445337331,1.096813567,1.559487095,8.399523796,8.543067365,1.421970464,0.0093,0.0042,0.0051,,,,,,,,,,,,,,
1613,2016,6/14/2016,2457554,165,-97.532,MB-NSD-32-3,MB-NSD,32,3,Prairie,50.74026667,-97.532,275,2.209,1.15,2.604,2.264,67.189,69.793,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.4862705,1.072380529,1.61369142,8.196889654,8.35422049,1.50465943,0.0093,0.0042,0.0051,,,,,,,,,,,,,,
1614,2016,6/14/2016,2457554,165,-97.532,MB-NSD-32-4,MB-NSD,32,4,Prairie,50.74026667,-97.532,275,2.153,1.418,2.434,1.717,65.365,67.799,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.467310465,1.190798052,1.5601282,8.084862398,8.234014817,1.310343466,0.0093,0.0042,0.0051,,,,,,,,,,,,,,
1615,2016,6/14/2016,2457554,165,-97.532,MB-NSD-32-5,MB-NSD,32,5,Prairie,50.74026667,-97.532,275,2.527,1.391,2.56,1.84,72.725,75.285,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.58965405,1.17940663,1.6,8.527895403,8.676692918,1.356465997,0.0093,0.0042,0.0051,,,,,,,,,,,,,,
1616,2016,6/14/2016,2457554,165,-97.532,MB-NSD-33-1,MB-NSD,33,1,Prairie,50.74026667,-97.532,275,2.816,1.386,2.943,2.123,55.329,58.272,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.678094157,1.177285012,1.715517415,7.43834659,7.633609893,1.457051818,0.009,0.0042,0.0051,,,,,,,,,,,,,,
1617,2016,6/14/2016,2457554,165,-97.532,MB-NSD-33-2,MB-NSD,33,2,Prairie,50.74026667,-97.532,275,2.581,1.182,2.885,2.441,53.767,56.652,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.606549097,1.087198234,1.698528775,7.332598448,7.526752288,1.562369995,0.009,0.0042,0.0051,,,,,,,,,,,,,,
1618,2016,6/14/2016,2457554,165,-97.532,MB-NSD-33-3,MB-NSD,33,3,Prairie,50.74026667,-97.532,275,2.822,1.594,3.111,1.952,51.757,54.868,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.679880948,1.262537128,1.76380271,7.194233802,7.407293703,1.397139936,0.009,0.0042,0.0051,,,,,,,,,,,,,,
1619,2016,6/14/2016,2457554,165,-97.532,MB-NSD-33-4,MB-NSD,33,4,Prairie,50.74026667,-97.532,275,2.073,1.224,2.564,2.095,50.493,53.057,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.439791652,1.106345335,1.601249512,7.105842666,7.284023613,1.447411483,0.009,0.0042,0.0051,,,,,,,,,,,,,,
1620,2016,6/14/2016,2457554,165,-97.532,MB-NSD-33-5,MB-NSD,33,5,Prairie,50.74026667,-97.532,275,2.81,1.547,3.022,1.953,51.992,55.014,0.7,18,-20.2,38.2,531,333,20.2,53.9,2110,1467,6343,78,137,151,1.676305461,1.243784547,1.73839006,7.210547829,7.417142307,1.397497764,0.009,0.0042,0.0051,,,,,,,,,,,,,,
1621,2016,6/16/2016,2457556,167,-99.54580556,MB-ASC-16-1,MB-ASC,16,1,Prairie,49.67983333,-99.54580556,271,1.627,0.834,2.365,2.836,45.995,48.36,3.1,20.4,-18,38.3,445,305,29.5,66.8,1711,1860,5586,197,159,139,1.275539102,0.913236005,1.53785565,6.781961368,6.95413546,1.684042755,0.0075,0.0042,0.0033,,,,,,,,,,,,,,
1622,2016,6/16/2016,2457556,167,-99.54580556,MB-ASC-16-2,MB-ASC,16,2,Prairie,49.67983333,-99.54580556,271,2.524,1.411,3.121,2.212,59.192,62.313,3.1,20.4,-18,38.3,445,305,29.5,66.8,1711,1860,5586,197,159,139,1.588710169,1.18785521,1.76663522,7.693633732,7.893858372,1.487279395,0.0075,0.0042,0.0033,,,,,,,,,,,,,,
1623,2016,6/16/2016,2457556,167,-99.54580556,MB-ASC-16-3,MB-ASC,16,3,Prairie,49.67983333,-99.54580556,271,2.977,1.298,2.918,2.248,61.726,64.644,3.1,20.4,-18,38.3,445,305,29.5,66.8,1711,1860,5586,197,159,139,1.725398505,1.139298029,1.708215443,7.856589591,8.040149252,1.499333185,0.0075,0.0042,0.0033,,,,,,,,,,,,,,
1624,2016,6/16/2016,2457556,167,-99.54580556,MB-ASC-16-4,MB-ASC,16,4,Prairie,49.67983333,-99.54580556,271,2.404,1.146,3.138,2.738,58.569,61.707,3.1,20.4,-18,38.3,445,305,29.5,66.8,1711,1860,5586,197,159,139,1.550483795,1.070513895,1.771440092,7.653038612,7.855380322,1.654690303,0.0075,0.0042,0.0033,,,,,,,,,,,,,,
1625,2016,6/16/2016,2457556,167,-99.54580556,MB-ASC-16-5,MB-ASC,16,5,Prairie,49.67983333,-99.54580556,271,2.916,1.218,3.065,2.516,59.236,62.301,3.1,20.4,-18,38.3,445,305,29.5,66.8,1711,1860,5586,197,159,139,1.707629936,1.103630373,1.75071414,7.696492708,7.893098251,1.586190405,0.0075,0.0042,0.0033,,,,,,,,,,,,,,
1626,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-4-1,MN-CHP,4,1,Prairie,45.151977,-96.003461,307,3.133,1.636,2.772,1.694,69.795,72.567,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.770028248,1.279062156,1.664932431,8.354340189,8.51862665,1.301537552,0.0099,0.0041,0.0058,,,,,,,,,,,,,,
1627,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-4-2,MN-CHP,4,2,Prairie,45.151977,-96.003461,307,2.524,1.432,2.96,2.067,56.892,59.852,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.588710169,1.196662024,1.720465053,7.542678569,7.736407435,1.437706507,0.0099,0.0041,0.0058,,,,,,,,,,,,,,
1628,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-4-3,MN-CHP,4,3,Prairie,45.151977,-96.003461,307,2.611,1.462,2.724,1.863,59.428,62.152,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.615858905,1.20913192,1.650454483,7.708955831,7.883653975,1.36491758,0.0099,0.0041,0.0058,,,,,,,,,,,,,,
1629,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-4-4,MN-CHP,4,4,Prairie,45.151977,-96.003461,307,1.874,1.067,2.436,2.283,61.602,64.038,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.368941197,1.032956921,1.560769041,7.848694159,8.002374648,1.51095996,0.0099,0.0041,0.0058,,,,,,,,,,,,,,
1630,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-4-5,MN-CHP,4,5,Prairie,45.151977,-96.003461,307,2.452,1.433,2.451,1.71,60.319,62.77,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.56588633,1.19707978,1.56556699,7.766530757,7.922752047,1.307669683,0.0099,0.0041,0.0058,,,,,,,,,,,,,,
1631,2016,6/17/2016,2457557,168,-106.074,SK-MRT-33-1,SK-MRT,33,1,Prairie,50.35305555,-106.074,226,2.717,1.319,2.708,2.053,35.044,37.752,3.4,20.4,-16.8,37.3,337,205,39.8,99.5,1624,1871,5476,202,166,143,1.648332491,1.148477253,1.645600194,5.919797294,6.144265619,1.432829369,0.0067,0.0041,0.0026,,,,,,,,,,,,,,
1632,2016,6/17/2016,2457557,168,-106.074,SK-MRT-33-2,SK-MRT,33,2,Prairie,50.35305555,-106.074,226,2.912,1.224,3.01,2.459,38.282,41.292,3.4,20.4,-16.8,37.3,337,205,39.8,99.5,1624,1871,5476,202,166,143,1.706458321,1.106345335,1.734935157,6.187244944,6.425885153,1.568119893,0.0067,0.0041,0.0026,,,,,,,,,,,,,,
1633,2016,6/17/2016,2457557,168,-106.074,SK-MRT-33-3,SK-MRT,33,3,Prairie,50.35305555,-106.074,226,2.613,1.293,2.895,2.239,40.319,43.214,3.4,20.4,-16.8,37.3,337,205,39.8,99.5,1624,1871,5476,202,166,143,1.616477652,1.137101579,1.701469953,6.349724403,6.57373562,1.496328841,0.0067,0.0041,0.0026,,,,,,,,,,,,,,
1634,2016,6/17/2016,2457557,168,-106.074,SK-MRT-33-4,SK-MRT,33,4,Prairie,50.35305555,-106.074,226,2.329,1.166,2.661,2.282,36.654,39.315,3.4,20.4,-16.8,37.3,337,205,39.8,99.5,1624,1871,5476,202,166,143,1.526106156,1.079814799,1.631257184,6.054254702,6.270167462,1.510629008,0.0067,0.0041,0.0026,,,,,,,,,,,,,,
1635,2016,6/17/2016,2457557,168,-106.074,SK-MRT-33-5,SK-MRT,33,5,Prairie,50.35305555,-106.074,226,2.528,1.123,2.682,2.388,34.63,37.312,3.4,20.4,-16.8,37.3,337,205,39.8,99.5,1624,1871,5476,202,166,143,1.589968553,1.059716943,1.637681288,5.884725992,6.108354934,1.545315502,0.0067,0.0041,0.0026,,,,,,,,,,,,,,
1636,2016,6/8/2016,2457548,159,-97.0194,SD-SUM-7-1,SD-SUM,7,1,Prairie,45.2986,-97.0194,610,3.084,1.431,2.565,1.792,48.081,50.646,5.2,21.1,-13,34,582,388,26.1,54.4,1234,2077,4904,259,161,136,1.756132113,1.196244122,1.601561738,6.934046438,7.116600312,1.338656042,0.0088,0.004,0.0048,,,,,,,,,,,,,,
1637,2016,6/8/2016,2457548,159,-97.0194,SD-SUM-7-2,SD-SUM,7,2,Prairie,45.2986,-97.0194,610,2.033,1.232,2.41,1.956,43.917,46.327,5.2,21.1,-13,34,582,388,26.1,54.4,1234,2077,4904,259,161,136,1.42583309,1.109954954,1.55241747,6.626990267,6.806394053,1.398570699,0.0088,0.004,0.0048,,,,,,,,,,,,,,
1638,2016,6/8/2016,2457548,159,-97.0194,SD-SUM-7-3,SD-SUM,7,3,Prairie,45.2986,-97.0194,610,2.404,0.912,2.837,3.111,63.538,66.375,5.2,21.1,-13,34,582,388,26.1,54.4,1234,2077,4904,259,161,136,1.550483795,0.954986911,1.684339633,7.971072701,8.147085368,1.76380271,0.0088,0.004,0.0048,,,,,,,,,,,,,,
1639,2016,6/8/2016,2457548,159,-97.0194,SD-SUM-7-4,SD-SUM,7,4,Prairie,45.2986,-97.0194,610,3.076,1.313,3.113,2.371,57.727,60.84,5.2,21.1,-13,34,582,388,26.1,54.4,1234,2077,4904,259,161,136,1.753852901,1.145862121,1.764369576,7.597828637,7.8,1.539805182,0.0088,0.004,0.0048,,,,,,,,,,,,,,
1640,2016,6/8/2016,2457548,159,-97.0194,SD-SUM-7-5,SD-SUM,7,5,Prairie,45.2986,-97.0194,610,2.24,1.099,2.937,2.672,39.611,42.548,5.2,21.1,-13,34,582,388,26.1,54.4,1234,2077,4904,259,161,136,1.496662955,1.048332008,1.713767779,6.293727036,6.522882798,1.634625339,0.0088,0.004,0.0048,,,,,,,,,,,,,,
1641,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-10-1,SD-BUL,10,1,Prairie,44.93361,-96.83818,575,2.605,1.095,2.854,2.606,59.779,62.633,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.614001239,1.046422477,1.689378584,7.731688043,7.914101339,1.614310999,0.0098,0.0039,0.0059,,,,,,,,,,,,,,
1642,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-10-2,SD-BUL,10,2,Prairie,44.93361,-96.83818,575,1.789,1.376,2.378,1.728,73.176,75.554,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.337535046,1.173030264,1.542076522,8.554297166,8.692180394,1.314534138,0.0098,0.0039,0.0059,,,,,,,,,,,,,,
1643,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-10-3,SD-BUL,10,3,Prairie,44.93361,-96.83818,575,2.122,1.3,2.517,1.936,89.691,92.208,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.456708619,1.140175425,1.586505594,9.470533248,9.602499675,1.39140217,0.0098,0.0039,0.0059,,,,,,,,,,,,,,
1644,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-10-4,SD-BUL,10,4,Prairie,44.93361,-96.83818,575,1.646,0.943,2.581,2.737,71.772,74.353,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.282965315,0.971081871,1.606549097,8.471835692,8.622818565,1.654388104,0.0098,0.0039,0.0059,,,,,,,,,,,,,,
1645,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-10-5,SD-BUL,10,5,Prairie,44.93361,-96.83818,575,2.54,1.255,2.655,2.116,70.389,73.044,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.593737745,1.120267825,1.629417074,8.389815254,8.546578263,1.454647724,0.0098,0.0039,0.0059,,,,,,,,,,,,,,
1646,2016,6/8/2016,2457548,159,-96.299693,MN-HIM-3-1,MN-HIM,3,1,Prairie,44.241219,-96.299693,535,2.581,1.339,2.731,2.04,70.715,73.446,6.4,22.2,-11.1,33.4,643,420,25.5,53,1032,2281,4528,332,167,132,1.606549097,1.157151675,1.65257375,8.409221129,8.570064177,1.428285686,0.0084,0.0039,0.0045,,,,,,,,,,,,,,
1647,2016,6/8/2016,2457548,159,-96.299693,MN-HIM-3-2,MN-HIM,3,2,Prairie,44.241219,-96.299693,535,2.794,1.421,3.235,2.277,70.57,73.805,6.4,22.2,-11.1,33.4,643,420,25.5,53,1032,2281,4528,332,167,132,1.671526249,1.192057046,1.798610575,8.400595217,8.590983646,1.508973161,0.0084,0.0039,0.0045,,,,,,,,,,,,,,
1648,2016,6/8/2016,2457548,159,-96.299693,MN-HIM-3-3,MN-HIM,3,3,Prairie,44.241219,-96.299693,535,3.056,1.333,3.214,2.411,62.64,65.854,6.4,22.2,-11.1,33.4,643,420,25.5,53,1032,2281,4528,332,167,132,1.748141871,1.154556192,1.79276323,7.914543575,8.115047751,1.552739515,0.0084,0.0039,0.0045,,,,,,,,,,,,,,
1649,2016,6/8/2016,2457548,159,-96.299693,MN-HIM-3-4,MN-HIM,3,4,Prairie,44.241219,-96.299693,535,1.693,0.779,2.452,3.148,46.132,48.584,6.4,22.2,-11.1,33.4,643,420,25.5,53,1032,2281,4528,332,167,132,1.301153335,0.882609767,1.56588633,6.792054181,6.970222378,1.774260409,0.0084,0.0039,0.0045,,,,,,,,,,,,,,
1650,2016,6/8/2016,2457548,159,-96.299693,MN-HIM-3-5,MN-HIM,3,5,Prairie,44.241219,-96.299693,535,2.91,1.105,3.159,2.859,66.501,69.66,6.4,22.2,-11.1,33.4,643,420,25.5,53,1032,2281,4528,332,167,132,1.705872211,1.051189802,1.777357589,8.154814529,8.346256646,1.69085777,0.0084,0.0039,0.0045,,,,,,,,,,,,,,
1651,2016,6/17/2016,2457557,168,-106.563,SK-NES-20-1,SK-NES,20,1,Prairie,52.18291,-106.563,493,2.519,1.324,2.814,2.125,28.521,31.335,2.1,18.4,-17.3,35.7,354,235,34.1,78.5,1815,1622,5875,106,164,135,1.587135785,1.150651989,1.677498137,5.340505594,5.597767412,1.457737974,0.0061,0.0039,0.0022,,,,,,,,,,,,,,
1652,2016,6/17/2016,2457557,168,-106.563,SK-NES-20-2,SK-NES,20,2,Prairie,52.18291,-106.563,493,2.508,1.182,2.765,2.339,30.242,33.007,2.1,18.4,-17.3,35.7,354,235,34.1,78.5,1815,1622,5875,106,164,135,1.583666632,1.087198234,1.662828915,5.499272679,5.745171886,1.529378959,0.0061,0.0039,0.0022,,,,,,,,,,,,,,
1653,2016,6/17/2016,2457557,168,-106.563,SK-NES-20-3,SK-NES,20,3,Prairie,52.18291,-106.563,493,2.468,1.275,2.913,2.285,31.893,34.806,2.1,18.4,-17.3,35.7,354,235,34.1,78.5,1815,1622,5875,106,164,135,1.570986951,1.129158979,1.7067513,5.647388777,5.899661007,1.511621646,0.0061,0.0039,0.0022,,,,,,,,,,,,,,
1654,2016,6/17/2016,2457557,168,-106.563,SK-NES-20-4,SK-NES,20,4,Prairie,52.18291,-106.563,493,2.319,1.171,2.867,2.448,32.769,35.636,2.1,18.4,-17.3,35.7,354,235,34.1,78.5,1815,1622,5875,106,164,135,1.52282632,1.082127534,1.693221781,5.724421368,5.969589601,1.564608577,0.0061,0.0039,0.0022,,,,,,,,,,,,,,
1655,2016,6/17/2016,2457557,168,-106.563,SK-NES-20-5,SK-NES,20,5,Prairie,52.18291,-106.563,493,2.805,1.345,2.744,2.04,32.601,35.345,2.1,18.4,-17.3,35.7,354,235,34.1,78.5,1815,1622,5875,106,164,135,1.674813422,1.15974135,1.656502339,5.70972854,5.945166104,1.428285686,0.0061,0.0039,0.0022,,,,,,,,,,,,,,
1656,2016,6/13/2016,2457553,164,-97.4839,MB-INW-16-1,MB-INW,16,1,Prairie,50.50595,-97.4839,281,1.524,1.312,2.536,1.933,55.027,57.563,1.1,18.3,-19.8,38.1,530,338,20.9,54.3,2056,1540,6207,94,143,148,1.234503949,1.145425685,1.592482339,7.418018603,7.587028404,1.390323703,0.0083,0.0038,0.0045,,,,,,,,,,,,,,
1657,2016,6/13/2016,2457553,164,-97.4839,MB-INW-16-2,MB-INW,16,2,Prairie,50.50595,-97.4839,281,2.35,1.286,2.841,2.209,62.859,65.7,1.1,18.3,-19.8,38.1,530,338,20.9,54.3,2056,1540,6207,94,143,148,1.532970972,1.1340194,1.685526624,7.928366793,8.105553652,1.4862705,0.0083,0.0038,0.0045,,,,,,,,,,,,,,
1658,2016,6/13/2016,2457553,164,-97.4839,MB-INW-16-3,MB-INW,16,3,Prairie,50.50595,-97.4839,281,2.651,1.341,2.851,2.126,64.955,67.806,1.1,18.3,-19.8,38.1,530,338,20.9,54.3,2056,1540,6207,94,143,148,1.628189178,1.158015544,1.68849045,8.059466484,8.234439872,1.458080931,0.0083,0.0038,0.0045,,,,,,,,,,,,,,
1659,2016,6/13/2016,2457553,164,-97.4839,MB-INW-16-4,MB-INW,16,4,Prairie,50.50595,-97.4839,281,2.195,1.233,2.841,2.304,61.389,64.23,1.1,18.3,-19.8,38.1,530,338,20.9,54.3,2056,1540,6207,94,143,148,1.481553239,1.110405331,1.685526624,7.835113273,8.014362108,1.517893277,0.0083,0.0038,0.0045,,,,,,,,,,,,,,
1660,2016,6/13/2016,2457553,164,-97.4839,MB-INW-16-5,MB-INW,16,5,Prairie,50.50595,-97.4839,281,1.989,1.3,3.077,2.367,67.049,70.126,1.1,18.3,-19.8,38.1,530,338,20.9,54.3,2056,1540,6207,94,143,148,1.410319113,1.140175425,1.754137965,8.188345376,8.37412682,1.538505769,0.0083,0.0038,0.0045,,,,,,,,,,,,,,
1661,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-2-1,SD-BUL,2,1,Prairie,44.93361,-96.83818,575,2.543,1.188,2.559,2.154,49.113,51.672,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.594678651,1.089954127,1.599687469,7.008066781,7.188323866,1.467651185,0.0076,0.0038,0.0038,,,,,,,,,,,,,,
1662,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-2-2,SD-BUL,2,2,Prairie,44.93361,-96.83818,575,1.687,1.078,2.406,2.232,50.378,52.784,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.298845641,1.038267788,1.551128621,7.097746121,7.265259803,1.493987952,0.0076,0.0038,0.0038,,,,,,,,,,,,,,
1663,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-2-3,SD-BUL,2,3,Prairie,44.93361,-96.83818,575,1.927,1.302,2.751,2.113,49.971,52.722,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.388164255,1.141052146,1.658613879,7.069016905,7.260991668,1.45361618,0.0076,0.0038,0.0038,,,,,,,,,,,,,,
1664,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-2-4,SD-BUL,2,4,Prairie,44.93361,-96.83818,575,2.352,1.301,2.712,2.085,52.6,55.312,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.533623161,1.14061387,1.646815108,7.252585746,7.437203776,1.443952908,0.0076,0.0038,0.0038,,,,,,,,,,,,,,
1665,2016,6/8/2016,2457548,159,-96.83818,SD-BUL-2-5,SD-BUL,2,5,Prairie,44.93361,-96.83818,575,1.807,1.138,2.541,2.233,49.003,51.544,5.9,21.8,-12,33.9,601,389,26.4,56.1,1120,2198,4697,304,164,134,1.344247001,1.066770828,1.594051442,7.000214282,7.179415018,1.494322589,0.0076,0.0038,0.0038,,,,,,,,,,,,,,
1666,2016,6/15/2016,2457555,166,-100.156,MB-KNG-29-1,MB-KNG,29,1,Prairie,50.64980556,-100.156,616,2.187,1.476,3.278,2.221,45.932,49.21,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.478850905,1.214907404,1.810524786,6.777315103,7.014983963,1.490301983,0.0074,0.0038,0.0036,,,,,,,,,,,,,,
1667,2016,6/15/2016,2457555,166,-100.156,MB-KNG-29-2,MB-KNG,29,2,Prairie,50.64980556,-100.156,616,1.914,1.353,2.778,2.053,44.178,46.956,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.383473888,1.163185282,1.666733332,6.646653293,6.852444819,1.432829369,0.0074,0.0038,0.0036,,,,,,,,,,,,,,
1668,2016,6/15/2016,2457555,166,-100.156,MB-KNG-29-3,MB-KNG,29,3,Prairie,50.64980556,-100.156,616,1.945,1.004,2.33,2.321,40.838,43.168,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.394632568,1.001998004,1.526433752,6.390461642,6.570235917,1.523482852,0.0074,0.0038,0.0036,,,,,,,,,,,,,,
1669,2016,6/15/2016,2457555,166,-100.156,MB-KNG-29-4,MB-KNG,29,4,Prairie,50.64980556,-100.156,616,2.544,1.3,3.268,2.514,46.435,49.703,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.594992163,1.140175425,1.807761046,6.814323151,7.050035461,1.585559838,0.0074,0.0038,0.0036,,,,,,,,,,,,,,
1670,2016,6/15/2016,2457555,166,-100.156,MB-KNG-29-5,MB-KNG,29,5,Prairie,50.64980556,-100.156,616,1.984,1.269,3.053,2.406,45.404,48.457,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.408545349,1.126499001,1.747283606,6.738249031,6.961106234,1.551128621,0.0074,0.0038,0.0036,,,,,,,,,,,,,,
