Seq,Year,DateOfCollection,Julian,DayNo,Longitude,Sample_ID,Population_Code,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD<0,DD>5,DD<18,DD>18,NFFD,bFFP,sqrtSeedArea,sqrtSeedWidth_mm,sqrtSeed_length_mm,sqrtDispersal_length_mm,sqrtDispersal_and_seed_mm,sqrtSeedShapeIndex,Weight_Tot,Weight_S,Weight_D,,,,,,,,,,,,,,
1533,2016,6/16/2016,2457556,167,-99.54580556,MB-ASC-13-3,MB-ASC,13,3,Prairie,49.67983333,-99.54580556,271,2.248,1.231,2.65,2.153,51.938,54.588,3.1,20.4,-18,38.3,445,305,29.5,66.8,1711,1860,5586,197,159,139,1.499333185,1.109504394,1.62788206,7.206802342,7.388369238,1.467310465,0.0085,0.005,0.0035,,,,,,,,,,,,,,
1534,2016,6/16/2016,2457556,167,-99.54580556,MB-ASC-13-4,MB-ASC,13,4,Prairie,49.67983333,-99.54580556,271,2.057,1.396,2.403,1.721,53.142,55.545,3.1,20.4,-18,38.3,445,305,29.5,66.8,1711,1860,5586,197,159,139,1.434224529,1.181524439,1.550161282,7.289855966,7.452851803,1.311868896,0.0085,0.005,0.0035,,,,,,,,,,,,,,
1535,2016,6/16/2016,2457556,167,-99.54580556,MB-ASC-13-5,MB-ASC,13,5,Prairie,49.67983333,-99.54580556,271,2.62,1.166,2.91,2.496,48.502,51.412,3.1,20.4,-18,38.3,445,305,29.5,66.8,1711,1860,5586,197,159,139,1.618641406,1.079814799,1.705872211,6.964337729,7.170216175,1.579873413,0.0085,0.005,0.0035,,,,,,,,,,,,,,
1536,2016,6/20/2016,2457560,171,-95.2686,MN-OSA-4-1,MN-OSA,4,1,Prairie,46.91952,-95.2686,432,2.877,1.23,2.899,2.357,64.142,67.041,3.8,20.4,-15.3,35.7,642,422,21.6,48.5,1496,1883,5320,196,153,141,1.696172161,1.109053651,1.702645001,8.008870083,8.187856862,1.535252422,0.0078,0.0048,0.003,,,,,,,,,,,,,,
1537,2016,6/20/2016,2457560,171,-95.2686,MN-OSA-4-2,MN-OSA,4,2,Prairie,46.91952,-95.2686,432,1.79,0.994,2.311,2.325,54.425,56.736,3.8,20.4,-15.3,35.7,642,422,21.6,48.5,1496,1883,5320,196,153,141,1.337908816,0.996995486,1.520197356,7.37733014,7.532330317,1.524795068,0.0078,0.0048,0.003,,,,,,,,,,,,,,
1538,2016,6/20/2016,2457560,171,-95.2686,MN-OSA-4-3,MN-OSA,4,3,Prairie,46.91952,-95.2686,432,2.373,1.304,2.733,2.096,61.84,64.573,3.8,20.4,-15.3,35.7,642,422,21.6,48.5,1496,1883,5320,196,153,141,1.540454478,1.141928194,1.653178756,7.863841301,8.035732698,1.447756886,0.0078,0.0048,0.003,,,,,,,,,,,,,,
1539,2016,6/20/2016,2457560,171,-95.2686,MN-OSA-4-4,MN-OSA,4,4,Prairie,46.91952,-95.2686,432,2.721,1.339,2.819,2.105,59.684,62.503,3.8,20.4,-15.3,35.7,642,422,21.6,48.5,1496,1883,5320,196,153,141,1.649545392,1.157151675,1.67898779,7.725542052,7.905883885,1.450861813,0.0078,0.0048,0.003,,,,,,,,,,,,,,
1540,2016,6/20/2016,2457560,171,-95.2686,MN-OSA-4-5,MN-OSA,4,5,Prairie,46.91952,-95.2686,432,2.89,1.421,3.049,2.146,62.994,66.043,3.8,20.4,-15.3,35.7,642,422,21.6,48.5,1496,1883,5320,196,153,141,1.7,1.192057046,1.746138597,7.93687596,8.126684441,1.464923206,0.0078,0.0048,0.003,,,,,,,,,,,,,,
1541,2016,6/8/2016,2457548,159,-96.788453,SD-SPR-6-1,SD-SPR,6,1,Prairie,44.036412,-96.788453,517,2.66,1.367,2.786,2.038,75.156,77.942,6.7,22.6,-11,33.6,625,410,26.8,55.1,997,2355,4436,364,168,131,1.630950643,1.169187752,1.669131511,8.669256023,8.828476652,1.427585374,0.0108,0.0047,0.0061,,,,,,,,,,,,,,
1542,2016,6/8/2016,2457548,159,-96.788453,SD-SPR-6-2,SD-SPR,6,2,Prairie,44.036412,-96.788453,517,3.211,1.299,3.457,2.661,77.618,81.075,6.7,22.6,-11,33.6,625,410,26.8,55.1,997,2355,4436,364,168,131,1.791926338,1.139736812,1.859300944,8.810107831,9.004165703,1.631257184,0.0108,0.0047,0.0061,,,,,,,,,,,,,,
1543,2016,6/8/2016,2457548,159,-96.788453,SD-SPR-6-3,SD-SPR,6,3,Prairie,44.036412,-96.788453,517,3.343,1.488,3.142,2.112,78.132,81.274,6.7,22.6,-11,33.6,625,410,26.8,55.1,997,2355,4436,364,168,131,1.828387268,1.219836055,1.772568757,8.839230736,9.015209371,1.45327217,0.0108,0.0047,0.0061,,,,,,,,,,,,,,
1544,2016,6/8/2016,2457548,159,-96.788453,SD-SPR-6-4,SD-SPR,6,4,Prairie,44.036412,-96.788453,517,2.502,1.411,2.804,1.987,78.457,81.261,6.7,22.6,-11,33.6,625,410,26.8,55.1,997,2355,4436,364,168,131,1.581771159,1.18785521,1.674514855,8.857595611,9.014488338,1.409609875,0.0108,0.0047,0.0061,,,,,,,,,,,,,,
1545,2016,6/8/2016,2457548,159,-96.788453,SD-SPR-6-5,SD-SPR,6,5,Prairie,44.036412,-96.788453,517,3.094,1.597,2.933,1.837,70.251,73.184,6.7,22.6,-11,33.6,625,410,26.8,55.1,997,2355,4436,364,168,131,1.758976975,1.263724654,1.712600362,8.381586962,8.554764754,1.355359731,0.0108,0.0047,0.0061,,,,,,,,,,,,,,
1546,2016,6/1/2016,2457541,152,-93.49505,MN-JWG-21-1,MN-JWG,21,1,Prairie,46.9355,-93.49505,349,2.364,1.319,3.022,2.291,83.192,86.214,4.1,20,-14.3,34.3,695,452,20.3,44.2,1371,1854,5190,172,152,144,1.537530488,1.148477253,1.73839006,9.120964861,9.285149433,1.513604968,0.0098,0.0047,0.0052,,,,,,,,,,,,,,
1547,2016,6/1/2016,2457541,152,-93.49505,MN-JWG-21-2,MN-JWG,21,2,Prairie,46.9355,-93.49505,349,2.671,1.406,3.18,2.262,72.115,75.295,4.1,20,-14.3,34.3,695,452,20.3,44.2,1371,1854,5190,172,152,144,1.63431943,1.185748709,1.78325545,8.492055111,8.677269156,1.503994681,0.0098,0.0047,0.0052,,,,,,,,,,,,,,
1548,2016,6/1/2016,2457541,152,-93.49505,MN-JWG-21-3,MN-JWG,21,3,Prairie,46.9355,-93.49505,349,2.595,1.358,2.866,2.11,76.497,79.363,4.1,20,-14.3,34.3,695,452,20.3,44.2,1371,1854,5190,172,152,144,1.610900369,1.165332571,1.69292646,8.746256342,8.908591359,1.452583905,0.0098,0.0047,0.0052,,,,,,,,,,,,,,
1549,2016,6/1/2016,2457541,152,-93.49505,MN-JWG-21-4,MN-JWG,21,4,Prairie,46.9355,-93.49505,349,2.53,1.114,2.789,2.504,81.371,84.16,4.1,20,-14.3,34.3,695,452,20.3,44.2,1371,1854,5190,172,152,144,1.590597372,1.055461984,1.67002994,9.020587564,9.173875953,1.582403236,0.0098,0.0047,0.0052,,,,,,,,,,,,,,
1550,2016,6/1/2016,2457541,152,-93.49505,MN-JWG-21-5,MN-JWG,21,5,Prairie,46.9355,-93.49505,349,2.547,1.453,2.738,1.884,77.334,80.072,4.1,20,-14.3,34.3,695,452,20.3,44.2,1371,1854,5190,172,152,144,1.595932329,1.205404496,1.654690303,8.79397521,8.948295927,1.372588795,0.0098,0.0047,0.0052,,,,,,,,,,,,,,
1551,2016,6/8/2016,2457548,159,-97.521026,SD-BON-18-1,SD-BON,18,1,Prairie,45.698209,-97.521026,551,2.862,1.391,3.097,2.226,66.499,69.596,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.691744662,1.17940663,1.759829537,8.154691901,8.342421711,1.491978552,0.0097,0.0047,0.005,,,,,,,,,,,,,,
1552,2016,6/8/2016,2457548,159,-97.521026,SD-BON-18-2,SD-BON,18,2,Prairie,45.698209,-97.521026,551,2.376,1.163,2.836,2.439,70.331,73.167,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.541427909,1.078424777,1.684042755,8.38635797,8.553771098,1.56172981,0.0097,0.0047,0.005,,,,,,,,,,,,,,
1553,2016,6/8/2016,2457548,159,-97.521026,SD-BON-18-3,SD-BON,18,3,Prairie,45.698209,-97.521026,551,2.501,1.279,2.844,2.224,61.349,64.193,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.581455026,1.130928822,1.686416319,7.832560246,8.01205342,1.491308151,0.0097,0.0047,0.005,,,,,,,,,,,,,,
1554,2016,6/8/2016,2457548,159,-97.521026,SD-BON-18-4,SD-BON,18,4,Prairie,45.698209,-97.521026,551,2.364,1.262,3.073,2.435,62.475,65.548,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.537530488,1.123387734,1.752997433,7.904112853,8.096171935,1.560448653,0.0097,0.0047,0.005,,,,,,,,,,,,,,
1555,2016,6/8/2016,2457548,159,-97.521026,SD-BON-18-5,SD-BON,18,5,Prairie,45.698209,-97.521026,551,2.703,1.373,2.58,1.879,66.423,69.003,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.64408029,1.171750827,1.60623784,8.150030675,8.30680444,1.370766209,0.0097,0.0047,0.005,,,,,,,,,,,,,,
1556,2016,6/8/2016,2457548,159,-97.521026,SD-BON-8-1,SD-BON,8,1,Prairie,45.698209,-97.521026,551,2.39,1.071,2.919,2.725,70.573,73.492,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.545962483,1.034891299,1.708508121,8.400773774,8.572747518,1.650757402,0.0115,0.0046,0.0069,,,,,,,,,,,,,,
1557,2016,6/8/2016,2457548,159,-97.521026,SD-BON-8-2,SD-BON,8,2,Prairie,45.698209,-97.521026,551,3.001,1.431,2.958,2.067,69.793,72.751,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.732339459,1.196244122,1.719883717,8.35422049,8.529419675,1.437706507,0.0115,0.0046,0.0069,,,,,,,,,,,,,,
1558,2016,6/8/2016,2457548,159,-97.521026,SD-BON-8-3,SD-BON,8,3,Prairie,45.698209,-97.521026,551,2.981,1.482,3.072,2.073,69.449,72.521,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.726557268,1.217374223,1.752712184,8.333606662,8.515926256,1.439791652,0.0115,0.0046,0.0069,,,,,,,,,,,,,,
1559,2016,6/8/2016,2457548,159,-97.521026,SD-BON-8-4,SD-BON,8,4,Prairie,45.698209,-97.521026,551,2.259,1.188,3.067,2.582,71.62,74.687,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.502997006,1.089954127,1.751285242,8.462860037,8.642164081,1.606860293,0.0115,0.0046,0.0069,,,,,,,,,,,,,,
1560,2016,6/8/2016,2457548,159,-97.521026,SD-BON-8-5,SD-BON,8,5,Prairie,45.698209,-97.521026,551,2.559,1.139,2.861,2.512,72.526,75.387,5.7,22,-12.7,34.7,515,345,30.5,63.7,1185,2216,4762,318,166,133,1.599687469,1.06723943,1.691449083,8.516219819,8.682568744,1.58492902,0.0115,0.0046,0.0069,,,,,,,,,,,,,,
1561,2016,6/15/2016,2457555,166,-100.156,MB-KNG-17-1,MB-KNG,17,1,Prairie,50.64980556,-100.156,616,3.315,1.537,3.873,2.52,42.075,45.948,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.820714146,1.239758041,1.967993902,6.486524493,6.778495408,1.587450787,0.0084,0.0046,0.0038,,,,,,,,,,,,,,
1562,2016,6/15/2016,2457555,166,-100.156,MB-KNG-17-2,MB-KNG,17,2,Prairie,50.64980556,-100.156,616,3.37,1.355,3.574,2.638,41.355,44.929,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.835755975,1.164044673,1.890502579,6.430785333,6.702909816,1.624192107,0.0084,0.0046,0.0038,,,,,,,,,,,,,,
1563,2016,6/15/2016,2457555,166,-100.156,MB-KNG-17-3,MB-KNG,17,3,Prairie,50.64980556,-100.156,616,3.686,1.272,3.673,2.888,44.168,47.841,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.919895831,1.127829774,1.91650724,6.645900992,6.916718875,1.699411663,0.0084,0.0046,0.0038,,,,,,,,,,,,,,
1564,2016,6/15/2016,2457555,166,-100.156,MB-KNG-17-4,MB-KNG,17,4,Prairie,50.64980556,-100.156,616,3.215,1.507,3.643,2.417,41.608,45.251,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.793042108,1.227599283,1.908664455,6.450426342,6.726886353,1.554670383,0.0084,0.0046,0.0038,,,,,,,,,,,,,,
1565,2016,6/15/2016,2457555,166,-100.156,MB-KNG-17-5,MB-KNG,17,5,Prairie,50.64980556,-100.156,616,2.727,1.35,3.529,2.614,44.905,48.434,0.7,17.2,-19.1,36.3,511,336,20.9,51.3,2025,1375,6343,59,143,148,1.651363073,1.161895004,1.878563281,6.701119309,6.959454002,1.616786937,0.0084,0.0046,0.0038,,,,,,,,,,,,,,
1566,2016,6/15/2016,2457556,167,-99.161263,MB-MCR-20-1,MB-MCR,20,1,Prairie,50.831689,-99.161263,306,1.825,0.983,2.768,2.816,55.613,58.381,1.6,18.8,-18.8,37.6,477,311,24.4,60.5,1949,1614,6031,114,154,142,1.350925609,0.991463565,1.663730747,7.45741242,7.640746037,1.678094157,0.0079,0.0046,0.0033,,,,,,,,,,,,,,
1567,2016,6/15/2016,2457556,167,-99.161263,MB-MCR-20-2,MB-MCR,20,2,Prairie,50.831689,-99.161263,306,2.525,1.102,3.275,2.972,56.66,59.935,1.6,18.8,-18.8,37.6,477,311,24.4,60.5,1949,1614,6031,114,154,142,1.589024858,1.049761878,1.809696107,7.527283707,7.741769823,1.723948955,0.0079,0.0046,0.0033,,,,,,,,,,,,,,
1568,2016,6/15/2016,2457556,167,-99.161263,MB-MCR-20-3,MB-MCR,20,3,Prairie,50.831689,-99.161263,306,3.692,1.495,3.76,2.515,54.171,57.931,1.6,18.8,-18.8,37.6,477,311,24.4,60.5,1949,1614,6031,114,154,142,1.92145778,1.222701926,1.939071943,7.360095108,7.611241686,1.585875153,0.0079,0.0046,0.0033,,,,,,,,,,,,,,
1569,2016,6/15/2016,2457556,167,-99.161263,MB-MCR-20-4,MB-MCR,20,4,Prairie,50.831689,-99.161263,306,2.529,1.122,2.961,2.639,58.63,61.591,1.6,18.8,-18.8,37.6,477,311,24.4,60.5,1949,1614,6031,114,154,142,1.590282994,1.059245014,1.720755648,7.65702292,7.847993374,1.624499923,0.0079,0.0046,0.0033,,,,,,,,,,,,,,
1570,2016,6/15/2016,2457556,167,-99.161263,MB-MCR-20-5,MB-MCR,20,5,Prairie,50.831689,-99.161263,306,2.496,1.217,3.255,2.675,57.376,60.631,1.6,18.8,-18.8,37.6,477,311,24.4,60.5,1949,1614,6031,114,154,142,1.579873413,1.10317723,1.804161855,7.574694713,7.786591038,1.635542723,0.0079,0.0046,0.0033,,,,,,,,,,,,,,
1571,2016,6/14/2016,2457554,165,-97.6284606,MB-HGN-36-1,MB-HGN,36,1,MB-Alvar,51.18347,-97.6284606,250,2.243,1.3,2.544,1.957,49.577,52.121,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2182,1389,6504,65,129,155,1.497664849,1.140175425,1.594992163,7.041093665,7.219487516,1.398928161,0.0091,0.0045,0.0046,,,,,,,,,,,,,,
1572,2016,6/14/2016,2457554,165,-97.6284606,MB-HGN-36-2,MB-HGN,36,2,MB-Alvar,51.18347,-97.6284606,250,2.196,1.56,2.586,1.658,49.795,52.381,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2182,1389,6504,65,129,155,1.481890684,1.2489996,1.608104474,7.056557234,7.237471934,1.287633488,0.0091,0.0045,0.0046,,,,,,,,,,,,,,
1573,2016,6/14/2016,2457554,165,-97.6284606,MB-HGN-36-3,MB-HGN,36,3,MB-Alvar,51.18347,-97.6284606,250,2.692,1.366,2.72,1.991,49.387,52.107,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2182,1389,6504,65,129,155,1.640731544,1.168760027,1.64924225,7.027588491,7.218517853,1.411027994,0.0091,0.0045,0.0046,,,,,,,,,,,,,,
1574,2016,6/14/2016,2457554,165,-97.6284606,MB-HGN-36-4,MB-HGN,36,4,MB-Alvar,51.18347,-97.6284606,250,1.803,0.865,2.459,2.843,51.939,54.398,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2182,1389,6504,65,129,155,1.342758355,0.930053762,1.568119893,7.206871721,7.375499983,1.686119806,0.0091,0.0045,0.0046,,,,,,,,,,,,,,
1575,2016,6/14/2016,2457554,165,-97.6284606,MB-HGN-36-5,MB-HGN,36,5,MB-Alvar,51.18347,-97.6284606,250,1.899,1.218,2.333,1.915,49.898,52.231,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2182,1389,6504,65,129,155,1.378042089,1.103630373,1.527416119,7.063851641,7.22710177,1.38383525,0.0091,0.0045,0.0046,,,,,,,,,,,,,,
1576,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-35-1,MB-LAN,35,1,Prairie,50.11606,-99.32736,391,3.251,1.318,3.277,2.486,52,55.277,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.803052966,1.148041811,1.810248602,7.211102551,7.434850368,1.576705426,0.0085,0.0045,0.004,,,,,,,,,,,,,,
1577,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-35-2,MB-LAN,35,2,Prairie,50.11606,-99.32736,391,2.076,1.027,2.418,2.354,49.248,51.666,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.440833092,1.013410085,1.554991961,7.017691928,7.18790651,1.534275073,0.0085,0.0045,0.004,,,,,,,,,,,,,,
1578,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-35-3,MB-LAN,35,3,Prairie,50.11606,-99.32736,391,2.238,1.345,2.83,2.104,53.106,55.936,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.495994652,1.15974135,1.682260384,7.287386363,7.479037371,1.450517149,0.0085,0.0045,0.004,,,,,,,,,,,,,,
1579,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-35-4,MB-LAN,35,4,Prairie,50.11606,-99.32736,391,2.521,1.468,2.715,1.849,58.9,61.615,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.587765726,1.211610498,1.647725705,7.674633542,7.849522278,1.359779394,0.0085,0.0045,0.004,,,,,,,,,,,,,,
1580,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-35-5,MB-LAN,35,5,Prairie,50.11606,-99.32736,391,2.178,1.312,2.615,1.993,49.241,51.856,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.475804865,1.145425685,1.617096163,7.017193171,7.201111025,1.411736519,0.0085,0.0045,0.004,,,,,,,,,,,,,,
1581,2016,6/18/2016,2457558,169,-108.62015,SK-CYP-36-1,SK-CYP,36,1,Prairie,49.72743,-108.62015,926,2.639,1.286,3.11,2.418,31.193,34.303,3.5,17.8,-12.7,30.5,373,229,36.2,77.8,1271,1549,5340,85,159,145,1.624499923,1.1340194,1.763519209,5.585069382,5.856876301,1.554991961,0.0082,0.0045,0.0037,,,,,,,,,,,,,,
1582,2016,6/18/2016,2457558,169,-108.62015,SK-CYP-36-2,SK-CYP,36,2,Prairie,49.72743,-108.62015,926,2.648,1.242,2.754,2.217,31.568,34.322,3.5,17.8,-12.7,30.5,373,229,36.2,77.8,1271,1549,5340,85,159,145,1.627267649,1.114450537,1.659518002,5.618540736,5.858498101,1.488959368,0.0082,0.0045,0.0037,,,,,,,,,,,,,,
1583,2016,6/18/2016,2457558,169,-108.62015,SK-CYP-36-3,SK-CYP,36,3,Prairie,49.72743,-108.62015,926,2.464,1.275,3.095,2.427,32.168,35.263,3.5,17.8,-12.7,30.5,373,229,36.2,77.8,1271,1549,5340,85,159,145,1.56971335,1.129158979,1.759261209,5.671684053,5.93826574,1.557883179,0.0082,0.0045,0.0037,,,,,,,,,,,,,,
1584,2016,6/18/2016,2457558,169,-108.62015,SK-CYP-36-4,SK-CYP,36,4,Prairie,49.72743,-108.62015,926,2.418,1.205,2.827,2.346,30.648,33.475,3.5,17.8,-12.7,30.5,373,229,36.2,77.8,1271,1549,5340,85,159,145,1.554991961,1.09772492,1.68136849,5.536063583,5.785758377,1.53166576,0.0082,0.0045,0.0037,,,,,,,,,,,,,,
1585,2016,6/18/2016,2457558,169,-108.62015,SK-CYP-36-5,SK-CYP,36,5,Prairie,49.72743,-108.62015,926,2.579,1.368,3.079,2.251,33.673,36.752,3.5,17.8,-12.7,30.5,373,229,36.2,77.8,1271,1549,5340,85,159,145,1.605926524,1.169615321,1.754707953,5.80284413,6.062342781,1.500333296,0.0082,0.0045,0.0037,,,,,,,,,,,,,,
1586,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-34-1,MN-CHP,34,1,Prairie,45.151977,-96.003461,307,2.915,1.15,3.539,3.077,72.163,75.702,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.707337108,1.072380529,1.881223006,8.494880811,8.700689628,1.754137965,0.0105,0.0043,0.0062,,,,,,,,,,,,,,
1587,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-34-2,MN-CHP,34,2,Prairie,45.151977,-96.003461,307,2.898,1.239,3.439,2.776,65.988,69.427,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.702351315,1.113103769,1.854454098,8.123299822,8.332286601,1.666133248,0.0105,0.0043,0.0062,,,,,,,,,,,,,,
1588,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-34-3,MN-CHP,34,3,Prairie,45.151977,-96.003461,307,2.737,1.106,3.268,2.955,70.768,74.036,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.654388104,1.051665346,1.807761046,8.412371842,8.60441747,1.719011344,0.0105,0.0043,0.0062,,,,,,,,,,,,,,
1589,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-34-4,MN-CHP,34,4,Prairie,45.151977,-96.003461,307,3.338,1.392,3.671,2.637,63.885,67.556,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.827019431,1.179830496,1.915985386,7.992809268,8.219245707,1.623884232,0.0105,0.0043,0.0062,,,,,,,,,,,,,,
1590,2016,6/8/2016,2457548,159,-96.003461,MN-CHP-34-5,MN-CHP,34,5,Prairie,45.151977,-96.003461,307,2.986,1.339,3.268,2.441,72.584,75.852,6.3,22.5,-12.1,34.6,603,383,27.1,58.8,1098,2340,4570,359,167,131,1.72800463,1.157151675,1.807761046,8.519624405,8.709305368,1.562369995,0.0105,0.0043,0.0062,,,,,,,,,,,,,,
1591,2016,6/14/2016,2457554,165,-97.5771,MB-GVL-5-1,MB-GVL,5,1,MB-Alvar,50.8639,-97.5771,271,1.683,0.954,2.324,2.436,60.311,62.635,0.6,17.8,-20.4,38.1,529,331,19.9,53.6,2130,1439,6394,72,134,153,1.297304899,0.976729236,1.52446712,7.766015709,7.914227694,1.560769041,0.009,0.0043,0.0047,,,,,,,,,,,,,,
1592,2016,6/14/2016,2457554,165,-97.5771,MB-GVL-5-2,MB-GVL,5,2,MB-Alvar,50.8639,-97.5771,271,2.584,0.855,2.518,2.945,60.163,62.681,0.6,17.8,-20.4,38.1,529,331,19.9,53.6,2130,1439,6394,72,134,153,1.607482504,0.9246621,1.586820721,7.756481161,7.91713332,1.71610023,0.009,0.0043,0.0047,,,,,,,,,,,,,,
1593,2016,6/14/2016,2457554,165,-97.5771,MB-GVL-5-3,MB-GVL,5,3,MB-Alvar,50.8639,-97.5771,271,2.294,1.372,2.822,2.057,59.064,61.886,0.6,17.8,-20.4,38.1,529,331,19.9,53.6,2130,1439,6394,72,134,153,1.514595656,1.171324037,1.679880948,7.685310664,7.866765536,1.434224529,0.009,0.0043,0.0047,,,,,,,,,,,,,,
1594,2016,6/14/2016,2457554,165,-97.5771,MB-GVL-5-4,MB-GVL,5,4,MB-Alvar,50.8639,-97.5771,271,2.37,1.182,2.938,2.486,57.004,59.942,0.6,17.8,-20.4,38.1,529,331,19.9,53.6,2130,1439,6394,72,134,153,1.539480432,1.087198234,1.714059509,7.550099337,7.742221903,1.576705426,0.009,0.0043,0.0047,,,,,,,,,,,,,,
1595,2016,6/14/2016,2457554,165,-97.5771,MB-GVL-5-5,MB-GVL,5,5,MB-Alvar,50.8639,-97.5771,271,2.043,1.218,2.976,2.443,54.607,57.583,0.6,17.8,-20.4,38.1,529,331,19.9,53.6,2130,1439,6394,72,134,153,1.42933551,1.103630373,1.725108692,7.389654931,7.588346328,1.563009917,0.009,0.0043,0.0047,,,,,,,,,,,,,,
1596,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-15-1,MB-LAN,15,1,Prairie,50.11606,-99.32736,391,1.894,0.847,2.845,3.359,45.197,48.042,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.376226726,0.920326029,1.686712779,6.72287141,6.931233656,1.832757485,0.0071,0.0043,0.0028,,,,,,,,,,,,,,
1597,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-15-2,MB-LAN,15,2,Prairie,50.11606,-99.32736,391,1.976,1.086,3,2.762,51.359,54.359,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.405702671,1.042113238,1.732050808,7.166519378,7.37285562,1.661926593,0.0071,0.0043,0.0028,,,,,,,,,,,,,,
1598,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-15-3,MB-LAN,15,3,Prairie,50.11606,-99.32736,391,2.047,1.224,2.772,2.265,47.572,50.344,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.430734077,1.106345335,1.664932431,6.897245827,7.09535059,1.504991694,0.0071,0.0043,0.0028,,,,,,,,,,,,,,
1599,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-15-4,MB-LAN,15,4,Prairie,50.11606,-99.32736,391,2.353,1.391,2.855,2.052,51.32,54.175,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.533949152,1.17940663,1.689674525,7.163797875,7.360366839,1.432480366,0.0071,0.0043,0.0028,,,,,,,,,,,,,,
1600,2016,6/15/2016,2457555,166,-99.32736,MB-LAN-15-5,MB-LAN,15,5,Prairie,50.11606,-99.32736,391,2.661,1.316,3.117,2.369,49.435,52.552,1.9,18.9,-18.6,37.5,468,312,25.5,60.4,1876,1631,5936,117,152,144,1.631257184,1.147170432,1.765502761,7.031002773,7.249275826,1.539155613,0.0071,0.0043,0.0028,,,,,,,,,,,,,,
1601,2016,6/13/2016,2457553,164,-96.69194,MB-TOP-3-1,MB-TOP,3,1,Prairie,49.0846,-96.69194,292,2.732,1.123,2.881,2.565,81.936,84.817,2.6,19.5,-17.9,37.4,505,340,24.9,57,1796,1763,5735,155,155,140,1.652876281,1.059716943,1.697350877,9.05185064,9.209614541,1.601561738,0.0111,0.0042,0.0069,,,,,,,,,,,,,,
